Serial No.,TICKET MEDIO,GASTO MENSAL,SCORE SERASA
2538,3113,2435,24
2539,1881,9945,65
2540,2691,9774,9
2541,2796,10835,73
2542,4058,18169,25
2543,674,9045,4
2544,2010,7979,85
2545,3704,5755,67
2546,769,18769,97
2547,4464,5562,70
2548,1383,7566,49
2549,1023,11212,16
2550,1225,16491,10
2551,1629,3522,52
2552,1694,2047,49
2553,346,12710,7
2554,3811,4704,91
2555,1660,8090,96
2556,2500,1868,61
2557,2343,12029,88
2558,3964,18641,84
2559,2039,16445,75
2560,3169,10209,89
2561,326,14144,28
2562,3647,5417,98
2563,364,12377,43
2564,1495,13724,44
2565,3657,3552,28
2566,745,8882,87
2567,3090,17816,58
2568,1999,7740,14
2569,2604,3738,69
2570,2872,10907,95
2571,1254,1065,43
2572,687,6058,97
2573,4671,16875,35
2574,1921,17627,83
2575,1085,11603,56
2576,4179,15674,63
2577,3448,9222,75
2578,3931,9253,98
2579,1341,6129,37
2580,289,6818,16
2581,1080,801,26
2582,1798,8006,16
2583,1815,9201,62
2584,2693,7462,10
2585,4236,5929,63
2586,4533,16366,38
2587,1198,7748,1
2588,2426,2703,65
2589,3347,19718,53
2590,995,2979,28
2591,1774,10886,44
2592,3009,934,87
2593,1030,10730,87
2594,4484,2206,79
2595,823,6225,30
2596,3040,18788,48
2597,1189,4459,8
2598,4678,15021,26
2599,1035,11643,55
2600,2395,7325,77
2601,255,6847,44
2602,1170,13341,88
2603,2058,3213,42
2604,2601,12061,21
2605,4319,13287,98
2606,3930,7012,32
2607,954,11096,26
2608,739,15682,39
2609,2338,19187,25
2610,1702,3721,82
2611,541,1582,44
2612,4728,9137,44
2613,1436,13623,25
2614,3800,13542,69
2615,1048,14633,66
2616,3473,18476,5
2617,559,6108,27
2618,4746,6026,66
2619,492,6972,12
2620,4038,3275,62
2621,1887,16328,12
2622,2357,12508,76
2623,1238,18474,0
2624,3908,15555,39
2625,4841,19115,36
2626,2554,5618,30
2627,1566,8460,16
2628,3774,18445,8
2629,1477,12964,63
2630,2697,8096,56
2631,241,7740,12
2632,2759,5442,36
2633,4696,14036,13
2634,939,2100,74
2635,3718,6200,24
2636,4017,6571,94
2637,695,10748,77
2638,2004,13023,56
2639,380,17593,70
2640,523,19855,87
2641,4465,17677,99
2642,4349,19983,41
2643,1850,11547,41
2644,4857,6265,46
2645,2067,526,43
2646,4188,7193,40
2647,4278,19985,2
2648,3046,7109,89
2649,1549,9814,89
2650,2431,16758,0
2651,2320,5809,78
2652,3889,511,10
2653,2910,15889,6
2654,4828,14171,11
2655,1631,6274,37
2656,4982,17063,53
2657,3090,1296,66
2658,4593,7779,52
2659,1243,7688,89
2660,1033,2524,93
2661,1560,8166,31
2662,2823,3717,99
2663,2612,7084,44
2664,385,5785,50
2665,364,7870,36
2666,2467,18403,58
2667,3547,7356,53
2668,1862,2932,17
2669,3148,5366,0
2670,2481,14066,20
2671,2369,5554,27
2672,140,9608,15
2673,167,18954,47
2674,1087,2281,27
2675,4108,18400,21
2676,3298,11562,82
2677,4890,12274,0
2678,2624,16458,94
2679,1185,10138,41
2680,2579,1879,97
2681,1793,10175,69
2682,2415,10766,91
2683,878,17684,2
2684,4689,15695,94
2685,1685,11429,79
2686,1592,5767,80
2687,760,3757,43
2688,1448,12569,26
2689,1399,1481,50
2690,4040,11168,23
2691,2086,18972,19
2692,2144,19836,31
2693,3616,12156,98
2694,1158,19010,12
2695,1076,8563,42
2696,4677,19475,19
2697,827,10165,1
2698,2627,6937,67
2699,3236,10875,90
2700,442,3361,59
2701,1547,13342,88
2702,2479,18539,3
2703,3759,18639,95
2704,626,6727,16
2705,1996,11924,0
2706,4854,10143,32
2707,2173,10810,29
2708,505,19451,4
2709,1673,15733,11
2710,4700,13700,31
2711,3840,11032,37
2712,4374,10180,16
2713,4327,11119,57
2714,1946,7650,39
2715,1578,2266,95
2716,2495,4049,23
2717,871,19193,11
2718,678,10134,94
2719,3001,2476,18
2720,293,16060,28
2721,2107,12665,84
2722,1285,2990,89
2723,2494,12495,51
2724,3098,12519,91
2725,1892,7925,16
2726,1210,13357,72
2727,4105,9189,20
2728,2361,4476,59
2729,3836,14705,97
2730,3893,1204,74
2731,2036,5952,19
2732,4975,13349,52
2733,4457,6594,79
2734,829,4181,62
2735,4478,18800,56
2736,3551,10066,28
2737,4557,8001,0
2738,4636,2345,81
2739,2240,6913,58
2740,1744,8490,63
2741,2900,10128,85
2742,241,13730,71
2743,1555,19974,70
2744,4896,18254,88
2745,2196,18812,93
2746,1425,2136,97
2747,1313,18727,43
2748,1259,15207,47
2749,4750,17715,74
2750,4599,6038,14
2751,4797,10817,34
2752,440,12954,22
2753,3928,15949,52
2754,2068,8955,44
2755,803,15559,84
2756,4513,16130,91
2757,2529,1786,12
2758,1900,2029,33
2759,4748,10500,37
2760,955,7155,69
2761,1912,2377,67
2762,2966,10441,4
2763,3742,19362,39
2764,282,13555,69
2765,3212,16984,20
2766,4592,3587,27
2767,1617,6328,2
2768,1456,19175,22
2769,2274,17577,71
2770,3729,5906,18
2771,3728,11932,74
2772,4196,3991,49
2773,3339,13858,73
2774,3791,13854,57
2775,118,3892,91
2776,3503,2768,19
2777,4779,6132,91
2778,4651,4283,92
2779,3104,14979,71
2780,1232,15887,82
2781,3439,6469,52
2782,3411,9481,84
2783,3472,9350,81
2784,1087,15672,8
2785,3421,17902,3
2786,4715,18837,40
2787,273,4157,24
2788,3841,19180,33
2789,3152,17658,72
2790,826,19695,8
2791,3860,10072,81
2792,1975,3682,74
2793,4133,13479,12
2794,1089,8367,8
2795,3844,15655,79
2796,2786,13506,3
2797,519,4829,33
2798,693,3597,6
2799,1874,1904,14
2800,2559,5601,37
2801,1035,1869,74
2802,3908,7165,95
2803,431,18948,90
2804,3549,3265,93
2805,2802,19701,51
2806,4106,1216,80
2807,3968,14350,99
2808,4300,2211,82
2809,301,6761,6
2810,2597,16892,44
2811,1942,6586,58
2812,1966,14862,20
2813,2096,11723,27
2814,1009,16720,2
2815,4405,13892,13
2816,4758,2746,1
2817,3289,3322,28
2818,870,17734,17
2819,3255,17991,36
2820,2601,17183,44
2821,2814,10169,44
2822,4824,1582,23
2823,3685,11648,45
2824,1728,8667,11
2825,486,10057,52
2826,3521,19684,44
2827,4108,12228,31
2828,4193,4451,17
2829,4463,15177,12
2830,2566,16469,3
2831,2382,9467,22
2832,1956,7268,61
2833,2098,18336,53
2834,1336,18565,73
2835,4769,14539,54
2836,4244,2803,68
2837,1250,15663,39
2838,4418,7657,13
2839,1531,18735,97
2840,1919,18781,27
2841,2424,16629,71
2842,1230,10019,79
2843,2758,744,94
2844,3600,9448,70
2845,474,9515,66
2846,2220,11519,28
2847,4120,3279,99
2848,2121,18730,60
2849,3805,14223,67
2850,3359,13303,8
2851,3535,17357,16
2852,1989,14198,48
2853,1923,2292,62
2854,1574,15876,83
2855,2342,18618,77
2856,3343,13617,45
2857,3234,7715,92
2858,2170,5688,12
2859,459,16518,99
2860,2141,15201,44
2861,1241,5781,52
2862,1735,1444,16
2863,4100,2011,46
2864,2043,13218,61
2865,4874,17742,49
2866,3461,8869,42
2867,3080,12620,67
2868,106,14221,83
2869,3367,3115,74
2870,1691,18497,85
2871,3364,16129,71
2872,2706,3340,27
2873,3319,14551,44
2874,3373,2274,40
2875,1013,13762,93
2876,2111,4371,96
2877,1542,8773,96
2878,3154,17729,35
2879,3646,9908,90
2880,4321,3760,83
2881,3028,3645,32
2882,1929,8302,24
2883,675,2763,18
2884,1029,8655,46
2885,3859,1422,84
2886,3799,7195,32
2887,1563,6258,66
2888,3375,13076,13
2889,1154,19514,78
2890,2000,8316,32
2891,1557,8056,41
2892,1499,16725,85
2893,3515,6430,64
2894,542,12133,94
2895,3750,4012,46
2896,4752,6566,34
2897,1278,13707,83
2898,4558,14822,31
2899,1357,2560,54
2900,3734,14513,53
2901,1941,19918,75
2902,2409,2887,50
2903,1010,8531,79
2904,4440,2299,58
2905,4737,3280,71
2906,4109,1627,13
2907,2269,7865,17
2908,2272,15135,54
2909,223,8111,93
2910,3258,13146,96
2911,885,8035,97
2912,2516,15004,55
2913,896,9864,48
2914,4272,3308,97
2915,4254,13555,59
2916,2036,4797,52
2917,2256,11709,70
2918,3907,948,5
2919,1401,5508,69
2920,4263,17677,85
2921,3240,17320,7
2922,3336,6512,14
2923,2452,2120,25
2924,2032,14084,38
2925,2821,1448,2
2926,464,9819,56
2927,2490,17075,9
2928,1046,12704,2
2929,1477,12452,93
2930,1539,18287,45
2931,3280,18874,21
2932,4957,1604,66
2933,440,1048,64
2934,3089,12140,96
2935,482,8403,18
2936,1656,18668,99
2937,399,11113,61
2938,238,17688,97
2939,458,9490,56
2940,1622,11967,94
2941,3556,4738,87
2942,1727,4867,75
2943,1403,6151,12
2944,1234,16704,15
2945,2286,2593,15
2946,3270,4501,51
2947,3935,8310,83
2948,2251,11772,40
2949,1337,5054,47
2950,3835,19401,90
2951,2934,9197,38
2952,4360,17980,12
2953,1098,12871,3
2954,2667,9736,95
2955,1407,14269,97
2956,756,7561,42
2957,2760,19088,80
2958,2311,4402,87
2959,2009,1852,92
2960,3830,2096,45
2961,2146,9267,91
2962,3262,1179,46
2963,1240,12520,85
2964,366,12596,91
2965,1945,11885,52
2966,1808,9009,24
2967,3730,6234,40
2968,3311,16175,2
2969,2393,13193,76
2970,3832,19880,94
2971,3929,7907,12
2972,1610,12286,17
2973,575,3042,36
2974,1076,17562,42
2975,1307,5866,33
2976,2060,7910,80
2977,657,10335,54
2978,982,14147,51
2979,2294,6041,84
2980,4861,17718,35
2981,2767,10933,53
2982,4777,11047,58
2983,4890,10360,51
2984,1710,11245,18
2985,3588,7318,11
2986,2554,14601,91
2987,4594,5528,10
2988,2046,16298,47
2989,4910,11454,91
2990,4899,13270,98
2991,2908,9938,78
2992,3925,18656,15
2993,3636,19048,70
2994,3902,7611,46
2995,4277,19719,66
2996,4799,19549,30
2997,2070,6613,75
2998,3922,3063,7
2999,2919,16389,88
3000,1002,8998,60
3001,464,8631,43
3002,4358,3196,49
3003,3219,8204,34
3004,2658,16942,75
3005,1963,10265,60
3006,215,18024,84
3007,2484,10502,89
3008,4035,11890,54
3009,2590,12168,65
3010,1042,19446,13
3011,1824,19736,3
3012,2434,16744,16
3013,2867,7141,68
3014,1237,1441,23
3015,2627,13315,48
3016,4217,7041,54
3017,3520,16124,70
3018,4878,10466,22
3019,4006,1921,80
3020,3737,6265,11
3021,3053,17319,10
3022,2467,17723,74
3023,4321,4501,97
3024,376,13147,28
3025,2099,5748,61
3026,1327,5459,52
3027,3852,18534,47
3028,3835,19145,99
3029,795,4389,90
3030,1409,1826,85
3031,4252,6401,65
3032,3334,3858,99
3033,4214,2085,47
3034,2411,14000,93
3035,2941,12060,58
3036,4308,17272,70
3037,3659,16318,56
3038,3498,19675,75
3039,641,3832,2
3040,2794,17587,80
3041,4774,3320,31
3042,1188,15972,7
3043,3463,5459,86
3044,124,17943,29
3045,1672,12866,14
3046,3058,1801,73
3047,4336,11051,54
3048,1867,4612,37
3049,4843,13263,14
3050,2335,12274,29
3051,300,17382,45
3052,3298,9120,63
3053,356,7745,25
3054,3847,12331,77
3055,4742,2605,66
3056,2341,10245,35
3057,3275,6130,89
3058,3706,3706,77
3059,3436,19453,30
3060,4997,3128,77
3061,513,10568,39
3062,2114,13894,73
3063,1481,1567,72
3064,1198,18390,45
3065,3526,19897,41
3066,3755,15745,17
3067,1009,10359,99
3068,287,7142,35
3069,4144,15877,75
3070,3856,4566,49
3071,2115,1447,60
3072,2192,1671,39
3073,3744,16331,2
3074,2230,6614,81
3075,457,671,6
3076,2522,13318,30
3077,4357,9835,64
3078,4645,10551,94
3079,1597,6709,63
3080,2258,10880,76
3081,2655,4077,92
3082,2442,8880,2
3083,3051,4576,92
3084,1338,657,34
3085,1073,8277,14
3086,4827,19601,20
3087,4065,8937,61
3088,1150,11595,82
3089,3801,15779,27
3090,2880,19679,3
3091,1688,7700,12
3092,3978,19261,78
3093,2468,15347,50
3094,536,9541,47
3095,2928,2310,38
3096,1656,8395,95
3097,3958,19010,66
3098,1404,7453,93
3099,2484,19914,57
3100,282,6823,83
3101,1689,6105,1
3102,1687,6391,24
3103,759,3576,10
3104,259,19228,0
3105,4053,1119,47
3106,1111,11594,47
3107,152,2907,9
3108,2407,13144,80
3109,1328,3504,29
3110,1135,11178,34
3111,3802,4539,18
3112,4145,1804,52
3113,4549,6130,33
3114,1364,7782,31
3115,1984,3807,75
3116,1909,18245,80
3117,3267,7165,5
3118,3897,4794,12
3119,2441,2287,85
3120,3514,1573,74
3121,917,4099,63
3122,2537,15889,6
3123,988,11845,44
3124,767,12818,44
3125,4828,16607,84
3126,2724,3555,64
3127,4332,17543,93
3128,4623,6820,18
3129,918,7013,46
3130,2288,5142,45
3131,1206,9821,28
3132,2324,14932,98
3133,297,4966,83
3134,2771,11958,99
3135,3592,16379,60
3136,2548,19355,64
3137,570,8784,22
3138,2048,11258,94
3139,3999,18165,50
3140,2110,11491,62
3141,3900,5011,98
3142,4218,11296,21
3143,3896,4381,70
3144,4088,16168,32
3145,334,2913,99
3146,1028,2044,43
3147,3707,16229,6
3148,622,5284,90
3149,3623,6126,1
3150,4626,5014,16
3151,4988,1645,64
3152,1729,9602,57
3153,4728,11998,29
3154,1416,5950,85
3155,2957,18450,91
3156,1224,19889,96
3157,2687,5007,25
3158,1123,14035,34
3159,1478,4748,62
3160,3474,14023,74
3161,1619,4492,70
3162,326,9022,27
3163,991,8527,24
3164,4172,12472,60
3165,2357,15805,30
3166,2888,11293,53
3167,496,19861,66
3168,2178,1029,96
3169,4844,19776,50
3170,4524,5234,57
3171,3337,14398,33
3172,3993,19409,58
3173,2105,13485,20
3174,2116,14489,55
3175,3271,3242,36
3176,2768,5135,63
3177,1978,4925,18
3178,1296,9161,84
3179,1872,4330,77
3180,261,1033,73
3181,4076,14750,52
3182,1851,12747,70
3183,875,4587,92
3184,1039,9453,62
3185,3320,13793,61
3186,639,9582,71
3187,1561,2855,76
3188,455,2455,18
3189,3704,3471,74
3190,3423,6039,1
3191,334,7993,5
3192,1648,18556,28
3193,2196,3336,40
3194,4313,5439,50
3195,2201,4144,4
3196,1773,19181,40
3197,2200,3666,61
3198,3757,10011,29
3199,4753,683,61
3200,3696,9975,99
3201,3848,19730,26
3202,3273,11832,49
3203,1915,15673,81
3204,3941,10488,51
3205,2105,5222,48
3206,4593,15694,61
3207,774,17666,99
3208,486,18391,59
3209,2258,14572,79
3210,2761,16476,53
3211,2164,6355,4
3212,3951,13794,8
3213,3353,12546,33
3214,4736,1176,97
3215,4366,4590,35
3216,839,12998,94
3217,1501,13277,19
3218,3359,19570,80
3219,2377,8882,83
3220,4004,15506,91
3221,4023,9534,84
3222,4314,9026,82
3223,3327,14430,62
3224,2931,1610,66
3225,3858,17462,29
3226,2612,16945,68
3227,2251,886,69
3228,3775,19084,2
3229,2845,13406,48
3230,3966,2183,41
3231,3864,15533,23
3232,2322,16208,43
3233,2892,6821,0
3234,1797,9178,53
3235,3562,12424,51
3236,4163,14065,35
3237,1624,9232,78
3238,4860,6131,37
3239,132,10752,43
3240,4125,12938,81
3241,2666,5669,86
3242,2903,7287,46
3243,3996,5732,28
3244,3809,4788,50
3245,819,7234,40
3246,4679,17964,85
3247,1072,6740,63
3248,3818,17081,87
3249,4502,8314,47
3250,4652,10886,76
3251,2307,8351,96
3252,4526,2100,21
3253,4420,7366,98
3254,3130,4192,16
3255,3675,19967,85
3256,3216,832,4
3257,3385,14209,60
3258,743,14609,88
3259,4811,15347,5
3260,294,15007,52
3261,4096,10463,80
3262,588,6606,94
3263,2304,7833,16
3264,2757,16558,58
3265,3376,7155,96
3266,1202,5808,38
3267,1341,19605,53
3268,615,1564,47
3269,492,9580,36
3270,730,11615,47
3271,3816,7320,67
3272,1947,9012,77
3273,2755,4457,76
3274,1079,19266,26
3275,4629,7508,87
3276,3502,16544,26
3277,3971,18384,71
3278,377,15187,62
3279,332,18452,51
3280,1652,10211,46
3281,3370,18749,20
3282,2509,10097,56
3283,3612,15754,74
3284,125,16888,94
3285,560,14869,90
3286,3864,8459,41
3287,3531,18052,47
3288,3583,19282,26
3289,2094,19514,71
3290,590,7108,32
3291,1172,847,75
3292,3273,12912,34
3293,315,10505,97
3294,1823,7000,15
3295,1692,3074,35
3296,2706,5772,65
3297,258,17032,75
3298,4881,9194,90
3299,3413,17753,55
3300,2941,4021,16
3301,1876,1800,19
3302,2152,12725,84
3303,2395,11981,93
3304,1796,12545,83
3305,3093,19335,7
3306,2569,4885,17
3307,2046,15255,17
3308,3909,3324,17
3309,2883,6464,1
3310,3744,17870,75
3311,2600,4267,95
3312,3745,14076,71
3313,2745,12768,50
3314,2449,18890,9
3315,2032,8425,74
3316,3394,3607,13
3317,1857,9222,25
3318,1216,17807,46
3319,2667,18780,29
3320,3599,8383,55
3321,592,13953,41
3322,3406,17697,3
3323,719,8118,10
3324,3332,1282,23
3325,3923,15142,85
3326,2480,8289,66
3327,1646,14502,36
3328,3663,12481,1
3329,1705,5507,11
3330,3852,8075,20
3331,4775,16684,68
3332,1990,11794,70
3333,1375,6137,63
3334,2843,13270,67
3335,2593,15042,42
3336,456,11408,53
3337,969,17462,99
3338,985,13199,61
3339,2101,2365,85
3340,1383,1876,92
3341,719,14755,72
3342,982,14147,89
3343,896,5908,11
3344,3742,8663,0
3345,3525,6783,71
3346,1396,2476,32
3347,4814,6943,63
3348,344,13824,67
3349,2995,8095,13
3350,1029,5420,92
3351,619,18771,13
3352,3312,17875,8
3353,2509,5728,72
3354,107,12248,25
3355,2625,16215,48
3356,3523,14984,16
3357,2119,6950,67
3358,4690,17967,59
3359,4382,520,2
3360,3767,15217,92
3361,3771,15080,24
3362,2901,10617,20
3363,185,10164,11
3364,3215,1599,53
3365,4332,3137,0
3366,2568,9081,0
3367,3719,8244,44
3368,1736,7957,45
3369,3683,11307,47
3370,4109,18238,6
3371,3426,6902,9
3372,2318,5021,14
3373,2317,16889,39
3374,2469,8882,10
3375,3738,13192,55
3376,2603,4853,45
3377,1043,15565,44
3378,2937,14925,86
3379,2760,13611,12
3380,3036,8531,26
3381,4544,16010,80
3382,4047,5583,49
3383,1776,9316,60
3384,1296,12817,12
3385,4205,2675,11
3386,2887,11841,28
3387,1561,18079,84
3388,3418,2569,83
3389,766,3858,19
3390,2276,19322,30
3391,3843,9308,7
3392,700,4744,23
3393,2752,2311,74
3394,4522,17055,38
3395,3924,17509,32
3396,4006,6406,41
3397,1079,8483,14
3398,2551,4563,67
3399,728,10946,64
3400,1729,9144,31
3401,3796,10110,10
3402,3530,8642,93
3403,3774,1253,36
3404,4029,12064,18
3405,2865,7351,50
3406,4469,5604,99
3407,4880,15690,33
3408,215,13921,70
3409,2103,11702,59
3410,792,11603,83
3411,3262,9917,52
3412,1205,8859,11
3413,3108,4185,61
3414,2261,10369,95
3415,253,18866,65
3416,3799,5444,85
3417,4510,15910,47
3418,3886,15971,39
3419,1164,10178,23
3420,4300,9133,49
3421,2013,8962,94
3422,1316,14388,67
3423,2501,17227,87
3424,1872,16703,42
3425,2060,3581,16
3426,2880,9949,82
3427,4904,16157,54
3428,4846,2791,33
3429,2971,2032,96
3430,760,4862,69
3431,2735,18537,59
3432,2429,16515,50
3433,4054,5488,99
3434,2550,6844,76
3435,1232,8930,72
3436,799,16193,34
3437,2138,9606,33
3438,4747,1938,15
3439,4600,19900,81
3440,4657,15319,17
3441,2279,10152,37
3442,2938,6889,42
3443,973,3579,31
3444,183,6795,6
3445,1522,14203,86
3446,2775,19142,86
3447,3280,9058,45
3448,4416,19875,60
3449,4075,4241,17
3450,1491,14381,70
3451,3318,16969,39
3452,4307,15914,87
3453,714,14829,77
3454,3071,19377,49
3455,3665,16882,4
3456,3676,8823,53
3457,4670,8088,85
3458,370,1403,57
3459,4166,12148,21
3460,2568,10455,73
3461,1490,3304,89
3462,3454,18110,78
3463,4235,1784,37
3464,3707,1189,48
3465,2683,5282,0
3466,4173,5007,77
3467,3175,2496,35
3468,4006,17313,94
3469,389,9131,27
3470,2580,5007,97
3471,3352,1027,34
3472,378,3496,59
3473,3024,3967,61
3474,680,18245,86
3475,353,15272,45
3476,4376,1203,82
3477,4876,1162,81
3478,924,9614,78
3479,3932,6756,60
3480,799,8867,64
3481,1480,13960,88
3482,3996,5797,25
3483,1773,9073,34
3484,2827,16082,56
3485,3256,5878,78
3486,3488,14000,62
3487,4407,805,3
3488,483,5197,78
3489,441,19274,41
3490,2087,7722,44
3491,4159,8433,38
3492,3209,18349,64
3493,4182,11963,21
3494,4615,902,10
3495,2898,13401,36
3496,3340,7440,89
3497,2088,16522,50
3498,3514,19554,90
3499,1949,8595,57
3500,405,11342,76
3501,3713,5044,6
3502,2849,6574,7
3503,1235,19232,50
3504,305,7350,22
3505,4691,1250,89
3506,3550,2117,90
3507,3911,3030,8
3508,3722,3833,45
3509,3699,7734,37
3510,2651,1011,12
3511,4408,15046,6
3512,409,5582,10
3513,2808,17136,73
3514,2091,9320,96
3515,371,3976,49
3516,3742,9678,66
3517,4186,2225,40
3518,1922,18977,28
3519,3373,14265,36
3520,4638,2201,55
3521,4449,8996,79
3522,620,12770,15
3523,1076,10972,43
3524,3822,3307,49
3525,3651,16154,70
3526,4205,11578,78
3527,2873,8072,5
3528,2652,17908,17
3529,2932,19859,18
3530,4007,9198,50
3531,252,5356,65
3532,3064,7224,2
3533,3016,9745,88
3534,2900,11366,99
3535,1852,19451,53
3536,2710,10596,48
3537,3975,5087,27
3538,1204,5422,37
3539,2636,5546,27
3540,4299,19778,31
3541,3954,7703,40
3542,3594,15903,35
3543,2014,10328,35
3544,3172,16297,86
3545,1106,538,65
3546,506,19968,9
3547,266,6765,69
3548,608,7098,71
3549,1761,2915,78
3550,3764,17642,92
3551,3589,17648,62
3552,4958,14806,91
3553,780,15077,21
3554,2624,12385,97
3555,2220,11877,19
3556,4777,11558,32
3557,4457,7943,14
3558,1463,18201,6
3559,1431,17584,87
3560,2392,4883,89
3561,1638,2093,49
3562,3508,15258,9
3563,660,7526,78
3564,1199,3112,36
3565,2003,11829,58
3566,274,2408,87
3567,2256,7454,74
3568,2330,15685,62
3569,4387,18674,20
3570,4260,15996,78
3571,4020,3428,78
3572,1597,9780,36
3573,3954,8181,44
3574,3271,4627,13
3575,1667,5463,42
3576,1251,12261,84
3577,468,14054,83
3578,142,9857,32
3579,2007,18909,2
3580,3590,1487,86
3581,2635,2465,43
3582,4273,7816,86
3583,2973,14546,90
3584,1924,1368,34
3585,1393,18947,24
3586,4869,18013,95
3587,4896,4878,85
3588,4954,15963,7
3589,3486,18818,61
3590,3072,13746,17
3591,4022,1576,91
3592,1092,18523,27
3593,2486,15669,74
3594,2340,6885,11
3595,1576,8722,63
3596,3507,17587,1
3597,489,5980,58
3598,1099,8277,36
3599,4720,5862,3
3600,1955,1450,40
3601,758,8750,44
3602,2863,3318,33
3603,3763,4100,86
3604,1581,11841,12
3605,3831,15553,6
3606,551,19828,31
3607,2575,14833,22
3608,3322,6755,48
3609,1637,11407,71
3610,3193,16507,46
3611,982,14741,36
3612,4508,12590,97
3613,4168,12805,47
3614,2666,18062,28
3615,3377,13565,36
3616,474,13147,22
3617,4646,9023,37
3618,3797,6537,92
3619,3162,1027,43
3620,4790,18943,4
3621,3350,9790,51
3622,4695,711,39
3623,4659,18598,10
3624,212,19572,77
3625,3297,11022,1
3626,2478,15615,34
3627,2024,5649,44
3628,239,9724,48
3629,1524,18216,34
3630,3049,14121,91
3631,3268,7320,71
3632,616,15261,31
3633,2716,10532,67
3634,987,14502,70
3635,3204,10830,38
3636,149,13243,47
3637,4051,17327,90
3638,3660,17810,36
3639,118,17506,59
3640,4921,10171,80
3641,1573,19921,73
3642,4161,12077,3
3643,2706,17117,22
3644,551,19575,13
3645,3865,10722,4
3646,2538,886,65
3647,4410,2134,23
3648,1649,8610,17
3649,3574,4633,26
3650,227,9876,23
3651,4955,6081,28
3652,2861,2467,10
3653,4556,6267,17
3654,4764,9253,3
3655,1515,18883,32
3656,301,5401,77
3657,2469,10621,41
3658,617,15133,31
3659,1441,19663,50
3660,4876,11207,3
3661,2088,18561,19
3662,3645,12833,84
3663,4620,12438,66
3664,3902,12048,88
3665,3375,15615,67
3666,3754,10343,61
3667,2534,4677,57
3668,4973,7711,46
3669,307,8373,74
3670,2733,4341,79
3671,4217,6916,58
3672,253,11133,99
3673,3466,5385,5
3674,4414,1094,94
3675,4864,14893,39
3676,1618,3112,76
3677,2700,12788,22
3678,2295,18380,51
3679,4598,5361,3
3680,4791,5266,36
3681,3654,3858,41
3682,2514,15346,43
3683,2949,1414,96
3684,1842,18728,41
3685,1406,2495,28
3686,3949,594,18
3687,4268,9184,83
3688,4676,15600,31
3689,4755,19953,43
3690,4940,649,54
3691,4295,17930,79
3692,2655,3303,4
3693,2405,14966,45
3694,4608,7776,75
3695,1188,1051,44
3696,2742,15980,20
3697,1277,8986,77
3698,4857,18027,21
3699,3094,17339,29
3700,659,10245,22
3701,3064,8860,4
3702,1371,13497,62
3703,1913,18830,92
3704,3015,7810,58
3705,709,6317,93
3706,2561,11068,81
3707,4220,8570,51
3708,383,1820,64
3709,3028,6653,38
3710,4496,7089,80
3711,1191,16089,2
3712,916,4107,41
3713,182,10817,70
3714,2020,10932,26
3715,3591,900,27
3716,3244,17246,53
3717,2193,4351,94
3718,4813,10998,14
3719,275,584,52
3720,2804,2324,71
3721,469,12577,69
3722,1918,16430,91
3723,2201,13049,3
3724,4885,10613,93
3725,3590,15632,16
3726,1879,9322,33
3727,1464,7918,5
3728,4562,2871,35
3729,3442,7568,98
3730,4839,12359,38
3731,3776,7964,79
3732,2526,17610,65
3733,172,14048,7
3734,3062,7621,14
3735,959,10340,62
3736,3956,4812,90
3737,4238,8500,79
3738,2524,9961,64
3739,1164,818,58
3740,2317,15829,9
3741,4117,16291,6
3742,2359,14872,73
3743,3851,16435,75
3744,2186,16201,80
3745,468,11750,11
3746,2904,2102,78
3747,250,19140,45
3748,1234,9547,31
3749,2884,15734,31
3750,4264,8032,89
3751,2446,7866,77
3752,4997,3148,89
3753,2350,7403,60
3754,160,18742,68
3755,3110,17986,60
3756,4001,14288,45
3757,1437,2981,67
3758,1284,2320,91
3759,4526,10771,54
3760,1651,4184,0
3761,4533,4151,76
3762,1729,10931,66
3763,1427,10631,48
3764,1626,5330,24
3765,1773,7834,15
3766,1461,15119,84
3767,1673,9804,12
3768,2786,15379,51
3769,4470,17532,35
3770,2466,15085,71
3771,3857,516,43
3772,2534,8808,82
3773,2093,6976,46
3774,969,6442,79
3775,1114,18429,75
3776,2011,3193,19
3777,702,16062,17
3778,3921,6759,53
3779,790,16079,11
3780,593,9968,24
3781,589,5442,59
3782,2656,15151,74
3783,4585,4288,85
3784,394,871,33
3785,4127,7620,12
3786,2943,6202,37
3787,3012,8847,11
3788,1817,3161,35
3789,2696,7151,27
3790,4844,5378,90
3791,1973,13591,38
3792,4763,4815,76
3793,3358,10465,42
3794,2917,8808,90
3795,544,6974,30
3796,3741,1874,1
3797,4558,11895,81
3798,841,7893,89
3799,2141,4903,41
3800,779,4046,30
3801,2567,4477,60
3802,3797,9888,55
3803,1458,9488,85
3804,162,4392,99
3805,2659,14508,82
3806,3869,3749,13
3807,4451,611,13
3808,234,17566,28
3809,3744,18045,80
3810,2235,7900,49
3811,3378,2879,49
3812,922,13680,62
3813,3174,8852,72
3814,3081,18309,64
3815,220,8969,67
3816,1737,10248,70
3817,1024,10607,10
3818,744,13442,13
3819,2132,19991,82
3820,2861,17186,2
3821,2168,5033,7
3822,341,19657,92
3823,2768,4781,42
3824,902,5268,8
3825,4264,17884,18
3826,295,12698,11
3827,2287,18602,26
3828,3615,7669,57
